,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12
0,True,https://www.amazon.com/Amazon-Video/s/browse?_encoding=UTF8&node=2858778011&ref_=sd_allcat_aiv,Prime Video,,,,,,,,,,,
1,True,https://www.amazon.com/s/browse?_encoding=UTF8&filterId=OFFER_FILTER%3DPRIME&node=2858778011&ref_=sd_allcat_aiv_piv,Included with Prime,,,,,,,,,,,
2,True,https://www.amazon.com/s/browse?_encoding=UTF8&filterId=OFFER_FILTER%3DSUBSCRIPTIONS&node=2858778011&ref_=sd_allcat_nav_sa_aos,Prime Video Channels,,,,,,,,,,,
3,True,https://www.amazon.com/s/browse?_encoding=UTF8&filterId=OFFER_FILTER%3DTVOD&node=2858778011&ref_=sd_allcat_aiv_shop,Rent or Buy,,,,,,,,,,,
4,True,https://www.amazon.com/gp/video/watchlist/?ie=UTF8&ref_=sd_allcat_aiv_wlst,Your Watchlist,,,,,,,,,,,
5,True,https://www.amazon.com/gp/video/library?ie=UTF8&ref_=sd_allcat_aiv_yvl,Purchases & Rentals,,,,,,,,,,,
6,True,https://www.amazon.com/gp/feature.html?ie=UTF8&docId=1001423601&ref_=sd_allcat_aiv_wtv,Watch Anywhere,,,,,,,,,,,
7,True,https://www.amazon.com/gp/video/getstarted?ie=UTF8&ref_=sd_allcat_aiv_gs,Getting Started,,,,,,,,,,,
8,True,https://www.amazon.com/s/browse?_encoding=UTF8&merchId=originals1&node=2858778011&ref_=sd_allcat_nav_sa_org,Amazon Originals,,,,,,,,,,,
9,True,https://www.amazon.com/s/browse?_encoding=UTF8&merchId=primevideokids&node=2858778011&ref_=sd_allcat_nav_sa_org,Kids,,,,,,,,,,,
10,True,https://www.amazon.com/s/browse?_encoding=UTF8&node=16932271011&nodeId=16932271011&ref_=sd_allcat_CTPGNO,Coming to Prime,,,,,,,,,,,
11,True,https://www.amazon.com/gp/dmusic/promotions/AmazonMusicUnlimited?ie=UTF8&ref_=sd_allcat_dm_hf,Amazon Music Unlimited,,,,,,,,,,,
12,True,https://www.amazon.com/music/unlimited/hd?_encoding=UTF8&ref_=sd_allcat_dm_hf_hd,Amazon Music HD,,,,,,,,,,,
13,True,https://www.amazon.com/gp/dmusic/promotions/PrimeMusic?ie=UTF8&ref_=sd_allcat_dm_pm,Prime Music,,,,,,,,,,,
14,True,https://www.amazon.com/gp/dmusic/mp3/player?ie=UTF8&ref_=sd_allcat_dm_webplayer,Open Web Player,,,,,,,,,,,
15,True,https://www.amazon.com/music-rock-classical-pop-jazz/b?ie=UTF8&node=5174&ref_=sd_allcat_dm_cds_vinyl,CDs & Vinyl,,,,,,,,,,,
16,True,https://www.amazon.com/MP3-Music-Download/b?ie=UTF8&node=163856011&ref_=sd_allcat_dm_store_hf,Download Store,,,,,,,,,,,
17,True,https://www.amazon.com/dp/B07HZLHPKP?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_ch,Echo Show 5,,,,,,,,,,,
18,True,https://www.amazon.com/dp/B07PF1Y28C?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_cw,Echo Show 8,,,,,,,,,,,
19,True,https://www.amazon.com/dp/B077SXWSRP?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_bs,Echo Show,,,,,,,,,,,
20,True,https://www.amazon.com/dp/B07MLY3JKV?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_cs,Echo Flex,,,,,,,,,,,
21,True,https://www.amazon.com/dp/B0792KTHKJ?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_dt,Echo Dot,,,,,,,,,,,
22,True,https://www.amazon.com/dp/B07KZBMBDB?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_bk_nav,Echo Dot Kids Edition,,,,,,,,,,,
23,True,https://www.amazon.com/dp/B07R1CXKN7?_encoding=UTF8&ref_=sd_allcat_k_ods_ha_pl,Echo,,,,,,,,,,,
24,True,https://www.amazon.com/dp/B0794W1SKP?_encoding=UTF8&ref_=sd_allcat_k_ods_ha_lr,Echo Plus,,,,,,,,,,,
25,True,https://www.amazon.com/dp/B07G9Y3ZMC?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_ov,Echo Studio,,,,,,,,,,,
26,True,https://www.amazon.com/dp/B07V2PS7M6?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_mf,Echo Auto,,,,,,,,,,,
27,True,https://www.amazon.com/dp/B07F6VM1S3?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_pg,Echo Buds,,,,,,,,,,,
28,True,https://www.amazon.com/dp/B07JPK4XJ6?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_hk,Echo Loop,,,,,,,,,,,
29,True,https://www.amazon.com/dp/B01G62GWS4?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_zr,Echo Frames,,,,,,,,,,,
30,True,https://www.amazon.com/Amazon-Echo-And-Alexa-Devices/b?ie=UTF8&node=9818047011&ref_=sd_allcat_ods_ha_echo_cp,See all devices with Alexa,,,,,,,,,,,
31,True,https://www.amazon.com/dp/B01MZEEFNX?_encoding=UTF8&ref_=sd_allcat_ods_ha_aucc_sl,Amazon Smart Plug,,,,,,,,,,,
32,True,https://www.amazon.com/dp/B07894S727?_encoding=UTF8&ref_=sd_allcat_ods_ha_aucc_sp,AmazonBasics Microwave,,,,,,,,,,,
33,True,https://www.amazon.com/dp/B07PB21SRV?_encoding=UTF8&ref_=sd_allcat_ods_ha_vicc_bl,Amazon Smart Oven,,,,,,,,,,,
34,True,https://www.amazon.com/dp/B07KRY43KN?_encoding=UTF8&ref_=sd_allcat_ods_ha_vicc_sk,Echo Glow,,,,,,,,,,,
35,True,https://www.amazon.com/smart-home/b?ie=UTF8&node=6563140011&ref_=sd_allcat_ods_ha_echo_ch,See all smart home devices,,,,,,,,,,,
36,True,https://www.amazon.com/meet-alexa/b?ie=UTF8&node=16067214011&ref_=sd_allcat_ods_ha_alexa_ug,Meet Alexa,,,,,,,,,,,
37,True,https://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=201602060&ref_=sd_allcat_ods_ha_con_help,Alexa App,,,,,,,,,,,
38,True,https://www.amazon.com/Alexa-Skills-Business-Finance/b?ie=UTF8&node=14284819011,Alexa Skills,,,,,,,,,,,
39,True,https://www.amazon.com/dp/B07FKR6KXF?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mg,Fire 7,,,,,,,,,,,
40,True,https://www.amazon.com/dp/B0794RHPZD?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_kk,Fire HD 8,,,,,,,,,,,
41,True,https://www.amazon.com/dp/B07K1RZWMC?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mk,All-new Fire HD 10,,,,,,,,,,,
42,True,https://www.amazon.com/dp/B07H8WS1FT?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mkt,Fire 7 Kids Edition,,,,,,,,,,,
43,True,https://www.amazon.com/dp/B078HQBS21?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_kket,Fire HD 8 Kids Edition,,,,,,,,,,,
44,True,https://www.amazon.com/dp/B07KD7K4B1?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mkt,All-new Fire HD 10 Kids Edition,,,,,,,,,,,
45,True,https://www.amazon.com/Kindle-Accessories-Electronics/b?ie=UTF8&node=370783011&ref_=sd_allcat_ods_tab_acc,Accessories,,,,,,,,,,,
46,True,https://www.amazon.com/Amazon-Fire-Tablet-Family/b?ie=UTF8&node=6669703011&ref_=sd_allcat_ods_tab_catp,See all Fire tablets,,,,,,,,,,,
47,True,https://www.amazon.com/Instant-Video/s/browse?_encoding=UTF8&node=2858778011&ref_=sd_allcat_ods_tab_con_aiv,Prime Video,,,,,,,,,,,
48,True,https://www.amazon.com/mobile-apps/b?ie=UTF8&node=2350149011,Apps & Games,,,,,,,,,,,
49,True,https://www.amazon.com/Books-Comics/b?ie=UTF8&node=9408444011,Apps & Games,Books & Comics,,,,,,,,,,
50,True,https://www.amazon.com/Book-Info-Reviews/b?ie=UTF8&node=9408446011,Apps & Games,Books & Comics,Book Info & Reviews,,,,,,,,,
51,True,https://www.amazon.com/Book-Readers-Players/b?ie=UTF8&node=9408445011,Apps & Games,Books & Comics,Readers & Players,,,,,,,,,
52,True,https://www.amazon.com/Business/b?ie=UTF8&node=10298305011,Apps & Games,Business,,,,,,,,,,
53,True,https://www.amazon.com/Accounting-Expenses/b?ie=UTF8&node=9408434011,Apps & Games,Business,Accounting & Expenses,,,,,,,,,
54,True,https://www.amazon.com/Document-Editing/b?ie=UTF8&node=9408452011,Apps & Games,Business,Document Editing,,,,,,,,,
55,True,https://www.amazon.com/Document-Viewers/b?ie=UTF8&node=9408454011,Apps & Games,Business,Document Viewers,,,,,,,,,
56,True,https://www.amazon.com/Email-Clients/b?ie=UTF8&node=9408468011,Apps & Games,Business,Email Clients,,,,,,,,,
57,True,https://www.amazon.com/Graphic-Design/b?ie=UTF8&node=9408456011,Apps & Games,Business,Graphic Design,,,,,,,,,
58,True,https://www.amazon.com/Meetings-Conferencing/b?ie=UTF8&node=9408451011,Apps & Games,Business,Meetings & Conferencing,,,,,,,,,
59,True,https://www.amazon.com/Organizers-Assistants/b?ie=UTF8&node=9408459011,Apps & Games,Business,Organizers & Assistants,,,,,,,,,
60,True,https://www.amazon.com/Presentations/b?ie=UTF8&node=9408460011,Apps & Games,Business,Presentations,,,,,,,,,
61,True,https://www.amazon.com/Professional-Networking/b?ie=UTF8&node=9408476011,Apps & Games,Business,Networking,,,,,,,,,
62,True,https://www.amazon.com/Scanning-Printing/b?ie=UTF8&node=9408932011,Apps & Games,Business,Scanning & Printing,,,,,,,,,
63,True,https://www.amazon.com/To-Do-Lists-Reminders/b?ie=UTF8&node=9408461011,Apps & Games,Business,To-Do Lists & Reminders,,,,,,,,,
64,True,https://www.amazon.com/Communication/b?ie=UTF8&node=9408466011,Apps & Games,Communication,,,,,,,,,,
65,True,https://www.amazon.com/Customization/b?ie=UTF8&node=9408481011,Apps & Games,Customization,,,,,,,,,,
66,True,https://www.amazon.com/Ringtones-Notifications/b?ie=UTF8&node=9408485011,Apps & Games,Customization,Ringtones & Notifications,,,,,,,,,
67,True,https://www.amazon.com/Themes/b?ie=UTF8&node=9408486011,Apps & Games,Customization,Themes,,,,,,,,,
68,True,https://www.amazon.com/Wallpapers-Images/b?ie=UTF8&node=9408487011,Apps & Games,Customization,Wallpapers & Images,,,,,,,,,
69,True,https://www.amazon.com/Widgets/b?ie=UTF8&node=9408942011,Apps & Games,Customization,Widgets,,,,,,,,,
70,True,https://www.amazon.com/Education/b?ie=UTF8&node=9408490011,Apps & Games,Education,,,,,,,,,,
71,True,https://www.amazon.com/Finance/b?ie=UTF8&node=9408433011,Apps & Games,Finance,,,,,,,,,,
72,True,https://www.amazon.com/Accounting-Expenses/b?ie=UTF8&node=9408434011,Apps & Games,Finance,Accounting & Expenses,,,,,,,,,
73,True,https://www.amazon.com/Banking/b?ie=UTF8&node=9408435011,Apps & Games,Finance,Banking,,,,,,,,,
74,True,https://www.amazon.com/Currency-Converters/b?ie=UTF8&node=9408436011,Apps & Games,Finance,Currency Converters,,,,,,,,,
75,True,https://www.amazon.com/Payments-Money-Transfers/b?ie=UTF8&node=9408440011,Apps & Games,Finance,Payments & Money Transfers,,,,,,,,,
76,True,https://www.amazon.com/Personal-Finance/b?ie=UTF8&node=9408441011,Apps & Games,Finance,Personal Finance,,,,,,,,,
77,True,https://www.amazon.com/Stocks-Investing/b?ie=UTF8&node=9408438011,Apps & Games,Finance,Stocks & Investing,,,,,,,,,
78,True,https://www.amazon.com/Tax-Calculators/b?ie=UTF8&node=9408442011,Apps & Games,Finance,Tax Calculators,,,,,,,,,
79,True,https://www.amazon.com/Food-Drink/b?ie=UTF8&node=9408523011,Apps & Games,Food & Drink,,,,,,,,,,
80,True,https://www.amazon.com/Cooking-Recipes/b?ie=UTF8&node=9408524011,Apps & Games,Food & Drink,Cooking & Recipes,,,,,,,,,
81,True,https://www.amazon.com/Wine-Beverages/b?ie=UTF8&node=9408527011,Apps & Games,Food & Drink,Wine & Beverages,,,,,,,,,
82,True,https://www.amazon.com/Games/b?ie=UTF8&node=9209902011,Apps & Games,Games,,,,,,,,,,
83,True,https://www.amazon.com/Action-Games/b?ie=UTF8&node=9408529011,Apps & Games,Games,Action,,,,,,,,,
84,True,https://www.amazon.com/Adventure-Games/b?ie=UTF8&node=9408530011,Apps & Games,Games,Adventure,,,,,,,,,
85,True,https://www.amazon.com/Arcade-Games/b?ie=UTF8&node=9408531011,Apps & Games,Games,Arcade,,,,,,,,,
86,True,https://www.amazon.com/Board-Games/b?ie=UTF8&node=9408532011,Apps & Games,Games,Board,,,,,,,,,
87,True,https://www.amazon.com/Brain-Puzzle-Games/b?ie=UTF8&node=9408533011,Apps & Games,Games,Brain & Puzzle,,,,,,,,,
88,True,https://www.amazon.com/Card-Games/b?ie=UTF8&node=9408534011,Apps & Games,Games,Cards,,,,,,,,,
89,True,https://www.amazon.com/Casino-Games/b?ie=UTF8&node=9408535011,Apps & Games,Games,Casino,,,,,,,,,
90,True,https://www.amazon.com/Dice-Games/b?ie=UTF8&node=9408536011,Apps & Games,Games,Dice,,,,,,,,,
91,True,https://www.amazon.com/Music-Rhythm-Games/b?ie=UTF8&node=9408537011,Apps & Games,Games,Music & Rhythm,,,,,,,,,
92,True,https://www.amazon.com/Racing-Games/b?ie=UTF8&node=9408538011,Apps & Games,Games,Racing,,,,,,,,,
93,True,https://www.amazon.com/Role-Playing-Games/b?ie=UTF8&node=9408539011,Apps & Games,Games,Role Playing,,,,,,,,,
94,True,https://www.amazon.com/Seek-Find-Games/b?ie=UTF8&node=9408541011,Apps & Games,Games,Seek & Find,,,,,,,,,
95,True,https://www.amazon.com/Simulation-Games/b?ie=UTF8&node=9408542011,Apps & Games,Games,Simulation,,,,,,,,,
96,True,https://www.amazon.com/Sports-Games/b?ie=UTF8&node=9408543011,Apps & Games,Games,Sports Games,,,,,,,,,
97,True,https://www.amazon.com/Baseball-Games/b?ie=UTF8&node=9408545011,Apps & Games,Games,Sports Games,Baseball,,,,,,,,
98,True,https://www.amazon.com/Basketball-Games/b?ie=UTF8&node=9408546011,Apps & Games,Games,Sports Games,Basketball,,,,,,,,
99,True,https://www.amazon.com/Bowling-Games/b?ie=UTF8&node=9408547011,Apps & Games,Games,Sports Games,Bowling,,,,,,,,
100,True,https://www.amazon.com/Boxing-Games/b?ie=UTF8&node=9408548011,Apps & Games,Games,Sports Games,Boxing,,,,,,,,
101,True,https://www.amazon.com/Cricket-Games/b?ie=UTF8&node=9408550011,Apps & Games,Games,Sports Games,Cricket,,,,,,,,
102,True,https://www.amazon.com/Extreme-Sports-Games/b?ie=UTF8&node=9408553011,Apps & Games,Games,Sports Games,Extreme Sports,,,,,,,,
103,True,https://www.amazon.com/Fantasy-Sports/b?ie=UTF8&node=9408877011,Apps & Games,Games,Sports Games,Fantasy,,,,,,,,
104,True,https://www.amazon.com/Fishing-Games/b?ie=UTF8&node=9408555011,Apps & Games,Games,Sports Games,Fishing,,,,,,,,
105,True,https://www.amazon.com/Football-Games/b?ie=UTF8&node=9408556011,Apps & Games,Games,Sports Games,Football,,,,,,,,
106,True,https://www.amazon.com/Golf-Games/b?ie=UTF8&node=9408557011,Apps & Games,Games,Sports Games,Golf,,,,,,,,
107,True,https://www.amazon.com/Ice-Hockey-Games/b?ie=UTF8&node=9408560011,Apps & Games,Games,Sports Games,Ice Hockey,,,,,,,,
108,True,https://www.amazon.com/Pool-Billiards-Games/b?ie=UTF8&node=9408565011,Apps & Games,Games,Sports Games,Pool & Billiards,,,,,,,,
109,True,https://www.amazon.com/Soccer-Games/b?ie=UTF8&node=9408568011,Apps & Games,Games,Sports Games,Soccer,,,,,,,,
110,True,https://www.amazon.com/Tennis-Games/b?ie=UTF8&node=9408571011,Apps & Games,Games,Sports Games,Tennis,,,,,,,,
111,True,https://www.amazon.com/Strategy-Games/b?ie=UTF8&node=9408578011,Apps & Games,Games,Strategy,,,,,,,,,
112,True,https://www.amazon.com/Trivia-Games/b?ie=UTF8&node=9408579011,Apps & Games,Games,Trivia,,,,,,,,,
113,True,https://www.amazon.com/Word-Games/b?ie=UTF8&node=9408580011,Apps & Games,Games,Words,,,,,,,,,
114,True,https://www.amazon.com/Health-Fitness/b?ie=UTF8&node=9408749011,Apps & Games,Health & Fitness,,,,,,,,,,
115,True,https://www.amazon.com/Activity-Tracking/b?ie=UTF8&node=9408750011,Apps & Games,Health & Fitness,Activity Tracking,,,,,,,,,
116,True,https://www.amazon.com/Exercise-Motivation/b?ie=UTF8&node=9408751011,Apps & Games,Health & Fitness,Exercise Motivation,,,,,,,,,
117,True,https://www.amazon.com/Heart-Rate-Monitors/b?ie=UTF8&node=9408752011,Apps & Games,Health & Fitness,Heart Rate Monitors,,,,,,,,,
118,True,https://www.amazon.com/Massage-Guides/b?ie=UTF8&node=9408753011,Apps & Games,Health & Fitness,Massage Guides,,,,,,,,,
119,True,https://www.amazon.com/Meditation-Guides/b?ie=UTF8&node=9408727011,Apps & Games,Health & Fitness,Meditation Guides,,,,,,,,,
120,True,https://www.amazon.com/Menstrual-Trackers/b?ie=UTF8&node=9408758011,Apps & Games,Health & Fitness,Menstrual Trackers,,,,,,,,,
121,True,https://www.amazon.com/Nutrition-Diet/b?ie=UTF8&node=9408759011,Apps & Games,Health & Fitness,Nutrition & Diet,,,,,,,,,
122,True,https://www.amazon.com/Pregnancy/b?ie=UTF8&node=9408760011,Apps & Games,Health & Fitness,Pregnancy,,,,,,,,,
123,True,https://www.amazon.com/Sleep-Tracking/b?ie=UTF8&node=9408761011,Apps & Games,Health & Fitness,Sleep Tracking,,,,,,,,,
124,True,https://www.amazon.com/Sounds-Relaxation/b?ie=UTF8&node=9408774011,Apps & Games,Health & Fitness,Sounds & Relaxation,,,,,,,,,
125,True,https://www.amazon.com/Workout-Guides/b?ie=UTF8&node=9408762011,Apps & Games,Health & Fitness,Workout Guides,,,,,,,,,
126,True,https://www.amazon.com/Yoga-Guides/b?ie=UTF8&node=9408763011,Apps & Games,Health & Fitness,Yoga Guides,,,,,,,,,
127,True,https://www.amazon.com/Kids/b?ie=UTF8&node=9408582011,Apps & Games,Kids,,,,,,,,,,
128,True,https://www.amazon.com/Book-Readers-Players-Kids/b?ie=UTF8&node=9408583011,Apps & Games,Kids,Book Readers & Players,,,,,,,,,
129,True,https://www.amazon.com/Education-Kids/b?ie=UTF8&node=9408633011,Apps & Games,Kids,Education,,,,,,,,,
130,True,https://www.amazon.com/Games-Kids/b?ie=UTF8&node=9408584011,Apps & Games,Kids,Games,,,,,,,,,
131,True,https://www.amazon.com/Movie-TV-Streaming-Kids/b?ie=UTF8&node=9408708011,Apps & Games,Kids,Movie & TV Streaming,,,,,,,,,
132,True,https://www.amazon.com/Music-Audio-Kids/b?ie=UTF8&node=9408649011,Apps & Games,Kids,Music & Audio,,,,,,,,,
133,True,https://www.amazon.com/Lifestyle/b?ie=UTF8&node=9408710011,Apps & Games,Lifestyle,,,,,,,,,,
134,True,https://www.amazon.com/Astrology/b?ie=UTF8&node=9408711011,Apps & Games,Lifestyle,Astrology,,,,,,,,,
135,True,https://www.amazon.com/Beauty-Cosmetics/b?ie=UTF8&node=9408713011,Apps & Games,Lifestyle,Beauty & Cosmetics,,,,,,,,,
136,True,https://www.amazon.com/Celebrities/b?ie=UTF8&node=9408714011,Apps & Games,Lifestyle,Celebrities,,,,,,,,,
137,True,https://www.amazon.com/Cooking-Recipes/b?ie=UTF8&node=9408524011,Apps & Games,Lifestyle,Cooking & Recipes,,,,,,,,,
138,True,https://www.amazon.com/Crafts-DIY/b?ie=UTF8&node=9408716011,Apps & Games,Lifestyle,Crafts & DIY,,,,,,,,,
139,True,https://www.amazon.com/Creative-Writing/b?ie=UTF8&node=9408717011,Apps & Games,Lifestyle,Creative Writing,,,,,,,,,
140,True,https://www.amazon.com/Diaries/b?ie=UTF8&node=9408718011,Apps & Games,Lifestyle,Diaries,,,,,,,,,
141,True,https://www.amazon.com/Fashion-Style/b?ie=UTF8&node=9408722011,Apps & Games,Lifestyle,Fashion & Style,,,,,,,,,
142,True,https://www.amazon.com/Game-Rules/b?ie=UTF8&node=9408723011,Apps & Games,Lifestyle,Game Rules,,,,,,,,,
143,True,https://www.amazon.com/Health-Fitness/b?ie=UTF8&node=9408749011,Apps & Games,Lifestyle,Health & Fitness,,,,,,,,,
144,True,https://www.amazon.com/Activity-Tracking/b?ie=UTF8&node=9408750011,Apps & Games,Lifestyle,Health & Fitness,Activity Tracking,,,,,,,,
145,True,https://www.amazon.com/Exercise-Motivation/b?ie=UTF8&node=9408751011,Apps & Games,Lifestyle,Health & Fitness,Exercise Motivation,,,,,,,,
146,True,https://www.amazon.com/Heart-Rate-Monitors/b?ie=UTF8&node=9408752011,Apps & Games,Lifestyle,Health & Fitness,Heart Rate Monitors,,,,,,,,
147,True,https://www.amazon.com/Massage-Guides/b?ie=UTF8&node=9408753011,Apps & Games,Lifestyle,Health & Fitness,Massage Guides,,,,,,,,
148,True,https://www.amazon.com/Meditation-Guides/b?ie=UTF8&node=9408727011,Apps & Games,Lifestyle,Health & Fitness,Meditation Guides,,,,,,,,
149,True,https://www.amazon.com/Menstrual-Trackers/b?ie=UTF8&node=9408758011,Apps & Games,Lifestyle,Health & Fitness,Menstrual Trackers,,,,,,,,
150,True,https://www.amazon.com/Nutrition-Diet/b?ie=UTF8&node=9408759011,Apps & Games,Lifestyle,Health & Fitness,Nutrition & Diet,,,,,,,,
151,True,https://www.amazon.com/Pregnancy/b?ie=UTF8&node=9408760011,Apps & Games,Lifestyle,Health & Fitness,Pregnancy,,,,,,,,
152,True,https://www.amazon.com/Sleep-Tracking/b?ie=UTF8&node=9408761011,Apps & Games,Lifestyle,Health & Fitness,Sleep Tracking,,,,,,,,
153,True,https://www.amazon.com/Sounds-Relaxation/b?ie=UTF8&node=9408774011,Apps & Games,Lifestyle,Health & Fitness,Sounds & Relaxation,,,,,,,,
154,True,https://www.amazon.com/Workout-Guides/b?ie=UTF8&node=9408762011,Apps & Games,Lifestyle,Health & Fitness,Workout Guides,,,,,,,,
155,True,https://www.amazon.com/Yoga-Guides/b?ie=UTF8&node=9408763011,Apps & Games,Lifestyle,Health & Fitness,Yoga Guides,,,,,,,,
156,True,https://www.amazon.com/Home-Garden/b?ie=UTF8&node=9408725011,Apps & Games,Lifestyle,Home & Garden,,,,,,,,,
157,True,https://www.amazon.com/Meditation-Guides/b?ie=UTF8&node=9408727011,Apps & Games,Lifestyle,Meditation Guides,,,,,,,,,
158,True,https://www.amazon.com/Outdoors-Nature/b?ie=UTF8&node=9408729011,Apps & Games,Lifestyle,Outdoors & Nature,,,,,,,,,
159,True,https://www.amazon.com/Parenting/b?ie=UTF8&node=9408730011,Apps & Games,Lifestyle,Parenting,,,,,,,,,
160,True,https://www.amazon.com/Pets-Animals/b?ie=UTF8&node=9408731011,Apps & Games,Lifestyle,Pets & Animals,,,,,,,,,
161,True,https://www.amazon.com/Quotes/b?ie=UTF8&node=9408732011,Apps & Games,Lifestyle,Quotes,,,,,,,,,
162,True,https://www.amazon.com/Relationships/b?ie=UTF8&node=9408740011,Apps & Games,Lifestyle,Relationships,,,,,,,,,
163,True,https://www.amazon.com/Religion-Spirituality/b?ie=UTF8&node=9408741011,Apps & Games,Lifestyle,Religion & Spirituality,,,,,,,,,
164,True,https://www.amazon.com/Self-Improvement/b?ie=UTF8&node=9408743011,Apps & Games,Lifestyle,Self Improvement,,,,,,,,,
165,True,https://www.amazon.com/Sexuality/b?ie=UTF8&node=9408744011,Apps & Games,Lifestyle,Sexuality,,,,,,,,,
166,True,https://www.amazon.com/Tattoos-Body-Piercing/b?ie=UTF8&node=9408746011,Apps & Games,Lifestyle,Tattoos & Body Piercing,,,,,,,,,
167,True,https://www.amazon.com/Wedding/b?ie=UTF8&node=9408747011,Apps & Games,Lifestyle,Wedding,,,,,,,,,
168,True,https://www.amazon.com/Wine-Beverages/b?ie=UTF8&node=9408527011,Apps & Games,Lifestyle,Wine & Beverages,,,,,,,,,
169,True,https://www.amazon.com/Local/b?ie=UTF8&node=10298309011,Apps & Games,Local,,,,,,,,,,
170,True,https://www.amazon.com/Magazines/b?ie=UTF8&node=9408805011,Apps & Games,Magazines,,,,,,,,,,
171,True,https://www.amazon.com/Medical/b?ie=UTF8&node=10298306011,Apps & Games,Medical,,,,,,,,,,
172,True,https://www.amazon.com/Medical-Education/b?ie=UTF8&node=9408755011,Apps & Games,Medical,Education,,,,,,,,,
173,True,https://www.amazon.com/Heart-Rate-Monitors/b?ie=UTF8&node=9408752011,Apps & Games,Medical,Heart Rate Monitors,,,,,,,,,
174,True,https://www.amazon.com/Massage-Guides/b?ie=UTF8&node=9408753011,Apps & Games,Medical,Massage Guides,,,,,,,,,
175,True,https://www.amazon.com/Menstrual-Trackers/b?ie=UTF8&node=9408758011,Apps & Games,Medical,Menstrual Trackers,,,,,,,,,
176,True,https://www.amazon.com/Pregnancy/b?ie=UTF8&node=9408760011,Apps & Games,Medical,Pregnancy,,,,,,,,,
177,True,https://www.amazon.com/Medical-Reference/b?ie=UTF8&node=9408756011,Apps & Games,Medical,Reference,,,,,,,,,
178,True,https://www.amazon.com/Sleep-Tracking/b?ie=UTF8&node=9408761011,Apps & Games,Medical,Sleep Tracking,,,,,,,,,
179,True,https://www.amazon.com/Movies-TV/b?ie=UTF8&node=9408765011,Apps & Games,Movies & TV,,,,,,,,,,
180,True,https://www.amazon.com/Movie-Info-Reviews/b?ie=UTF8&node=9408769011,Apps & Games,Movies & TV,Movie Info & Reviews,,,,,,,,,
181,True,https://www.amazon.com/On-Demand-Movie-Streaming/b?ie=UTF8&node=9408766011,Apps & Games,Movies & TV,On-Demand Movie Streaming,,,,,,,,,
182,True,https://www.amazon.com/Video-Sharing/b?ie=UTF8&node=10298307011,Apps & Games,Movies & TV,Video-Sharing,,,,,,,,,
183,True,https://www.amazon.com/Music-Audio/b?ie=UTF8&node=9408771011,Apps & Games,Music & Audio,,,,,,,,,,
184,True,https://www.amazon.com/Book-Readers-Players/b?ie=UTF8&node=9408445011,Apps & Games,Music & Audio,Audio Book Readers & Players,,,,,,,,,
185,True,https://www.amazon.com/Audio-Recording/b?ie=UTF8&node=9408916011,Apps & Games,Music & Audio,Audio Recording,,,,,,,,,
186,True,https://www.amazon.com/Instruments-Music-Makers/b?ie=UTF8&node=9408775011,Apps & Games,Music & Audio,Instruments & Music Makers,,,,,,,,,
187,True,https://www.amazon.com/Music-Info-Reviews/b?ie=UTF8&node=9408474011,Apps & Games,Music & Audio,Music Info & Reviews,,,,,,,,,
188,True,https://www.amazon.com/Music-Players/b?ie=UTF8&node=9408777011,Apps & Games,Music & Audio,Music Players,,,,,,,,,
189,True,https://www.amazon.com/On-Demand-Music-Streaming/b?ie=UTF8&node=9408776011,Apps & Games,Music & Audio,On-Demand Music Streaming,,,,,,,,,
190,True,https://www.amazon.com/Podcasts/b?ie=UTF8&node=9408781011,Apps & Games,Music & Audio,Podcasts,,,,,,,,,
191,True,https://www.amazon.com/Radio-Webcasts/b?ie=UTF8&node=9408782011,Apps & Games,Music & Audio,Radio,,,,,,,,,
192,True,https://www.amazon.com/Ringtones-Notifications/b?ie=UTF8&node=9408485011,Apps & Games,Music & Audio,Ringtones & Notifications,,,,,,,,,
193,True,https://www.amazon.com/Songbooks-Sheet-Music/b?ie=UTF8&node=9408783011,Apps & Games,Music & Audio,Songbooks & Sheet Music,,,,,,,,,
194,True,https://www.amazon.com/Sounds-Relaxation/b?ie=UTF8&node=9408774011,Apps & Games,Music & Audio,Sounds & Relaxation,,,,,,,,,
